,author,date,link,title,status
596,David Puttnam,Feb 2014,https://www.ted.com/talks/david_puttnam_what_happens_when_the_media_s_priority_is_profit?language=zh-tw,當媒體以利益為先時將會怎麼樣？,0
597,Aparna Rao,Feb 2014,https://www.ted.com/talks/aparna_rao_art_that_craves_your_attention?language=zh-tw,渴求你注意力的藝術,0
598,Alex Wissner-Gross,Feb 2014,https://www.ted.com/talks/alex_wissner_gross_a_new_equation_for_intelligence?language=zh-tw,新的“智慧”方程式,0
599,Teddy Cruz,Feb 2014,https://www.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders?language=zh-tw,跨越邊界的建築創意,0
600,Dan Berkenstock,Feb 2014,https://www.ted.com/talks/dan_berkenstock_the_world_is_one_big_dataset_now_how_to_photograph_it?language=zh-tw,世界有如巨大的數據，至於怎麼拍照出來嘛...,0
601,Esta Soler,Feb 2014,https://www.ted.com/talks/esta_soler_how_we_turned_the_tide_on_domestic_violence_hint_the_polaroid_helped?language=zh-tw,我們如何改變家庭暴力的潮流（秘訣：拍立得能幫忙）,0
602,Maya Penn,Jan 2014,https://www.ted.com/talks/maya_penn_meet_a_young_entrepreneur_cartoonist_designer_activist?language=zh-tw,認識一位年輕的企業家、漫畫家、設計師、活躍分子......,0
603,Nicolas Perony,Jan 2014,https://www.ted.com/talks/nicolas_perony_puppies_now_that_i_ve_got_your_attention_complexity_theory?language=zh-tw,小狗狗！現在我吸引到你的注意了——複合性理論,0
604,McKenna Pope,Jan 2014,https://www.ted.com/talks/mckenna_pope_want_to_be_an_activist_start_with_your_toys?language=zh-tw,想做個社會運動參與者？從改變你的玩具開始,0
605,Anne Milgram,Jan 2014,https://www.ted.com/talks/anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime?language=zh-tw,為什麼統計是打擊犯罪的關鍵,0
606,Anant Agarwal,Jan 2014,https://www.ted.com/talks/anant_agarwal_why_massively_open_online_courses_still_matter?language=zh-tw,為何大規模網路開放課程仍有其重要性?,0
607,Joe Kowan,Jan 2014,https://www.ted.com/talks/joe_kowan_how_i_beat_stage_fright?language=zh-tw,我如何戰勝怯場,0
608,Yves Morieux,Jan 2014,https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify?language=zh-tw,面對工作愈來愈複雜，應用六條規則去簡化吧,0
609,Paula Johnson,Jan 2014,https://www.ted.com/talks/paula_johnson_his_and_hers_healthcare?language=zh-tw,他的和她的…健康照護,0
610,Shereen El Feki,Jan 2014,https://www.ted.com/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality?language=zh-tw,性愛與感官經驗中鮮為人知的故事,0
611,Guy Hoffman,Jan 2014,https://www.ted.com/talks/guy_hoffman_robots_with_soul?language=zh-tw,有“靈魂”的機器人,0
612,Luke Syson,Jan 2014,https://www.ted.com/talks/luke_syson_how_i_learned_to_stop_worrying_and_love_useless_art?language=zh-tw,"我如何學會停止為""無用的""藝術擔憂，並愛上它",0
613,Sheryl Sandberg,Jan 2014,https://www.ted.com/talks/sheryl_sandberg_so_we_leaned_in_now_what?language=zh-tw,我們挺身而進... 然後呢？,0
614,Mark Kendall,Jan 2014,https://www.ted.com/talks/mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper?language=zh-tw,演示：更安全實惠的無針頭疫苗注射貼片,0
615,Harish Manwani,Jan 2014,https://www.ted.com/talks/harish_manwani_profit_s_not_always_the_point?language=zh-tw,利潤不是一切,0
616,Ryan Holladay,Jan 2014,https://www.ted.com/talks/ryan_holladay_to_hear_this_music_you_have_to_be_there_literally?language=zh-tw,沒錯！想要聆聽音樂你必須親臨現場,0
617,Frederic Kaplan,Jan 2014,https://www.ted.com/talks/frederic_kaplan_how_i_built_an_information_time_machine?language=zh-tw,如何建造一台資訊時光機,0
618,Sandra Aamodt,Jan 2014,https://www.ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work?language=zh-tw,為什麼減肥經常行不通,0
619,Roger Stein,Jan 2014,https://www.ted.com/talks/roger_stein_a_bold_new_way_to_fund_drug_research?language=zh-tw,用新的大膽方法為藥物研究融資,0
620,Suzanne Talhouk,Jan 2014,https://www.ted.com/talks/suzanne_talhouk_don_t_kill_your_language?language=zh-tw,誰告訴你說阿拉伯語讓我們“不酷”了？,0
621,Maysoon Zayid,Jan 2014,https://www.ted.com/talks/maysoon_zayid_i_got_99_problems_palsy_is_just_one?language=zh-tw,我有一大堆問題...腦麻只是其一,0
622,Mick Cornett,Jan 2014,https://www.ted.com/talks/mick_cornett_how_an_obese_town_lost_a_million_pounds?language=zh-tw,一個擁有過多肥胖人口的城市是怎樣減掉一百萬磅的,0
623,Diana Nyad,Dec 2013,https://www.ted.com/talks/diana_nyad_never_ever_give_up?language=zh-tw,永不輕言放棄,0
624,Paul Piff,Dec 2013,https://www.ted.com/talks/paul_piff_does_money_make_you_mean?language=zh-tw,財富讓人變得更壞?,0
625,Krista Donaldson,Dec 2013,https://www.ted.com/talks/krista_donaldson_the_80_prosthetic_knee_that_s_changing_lives?language=zh-tw,造價80塊美金的人工膝蓋 － 改變許多人的生命,0
626,Andrew Solomon,Dec 2013,https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share?language=zh-tw,憂鬱，我們共享的秘密,0
627,Marco Annunziata,Dec 2013,https://www.ted.com/talks/marco_annunziata_welcome_to_the_age_of_the_industrial_internet?language=zh-tw,歡迎來到工業網路的時代,0
628,Toni Griffin,Dec 2013,https://www.ted.com/talks/toni_griffin_a_new_vision_for_rebuilding_detroit?language=zh-tw,重建底特律的新視界,0
629,Rose George,Dec 2013,https://www.ted.com/talks/rose_george_inside_the_secret_shipping_industry?language=zh-tw,揭開海運業的神秘面紗,0
630,Stephen Cave,Dec 2013,https://www.ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death?language=zh-tw,關於死亡，我們告訴自己的四個故事,0
631,Eddy Cartaya,Dec 2013,https://www.ted.com/talks/eddy_cartaya_my_glacier_cave_discoveries?language=zh-tw,我在冰河洞穴的新發現,0
632,Diébédo Francis Kéré,Dec 2013,https://www.ted.com/talks/diebedo_francis_kere_how_to_build_with_clay_and_community?language=zh-tw,如何運用泥土…和社群蓋房子,0
633,Boyd Varty,Dec 2013,https://www.ted.com/talks/boyd_varty_what_i_learned_from_nelson_mandela?language=zh-tw,我從曼德拉身上學會的事,0
634,Enrique Peñalosa,Dec 2013,https://www.ted.com/talks/enrique_penalosa_why_buses_represent_democracy_in_action?language=zh-tw,為什麼公車代表了實踐民主,0
635,David Lang,Dec 2013,https://www.ted.com/talks/david_lang_my_underwater_robot?language=zh-tw,我的水底機器人,0
636,Sally Kohn,Dec 2013,https://www.ted.com/talks/sally_kohn_let_s_try_emotional_correctness?language=zh-tw,讓我們嘗試感情正確,0
637,Geraldine Hamilton,Dec 2013,https://www.ted.com/talks/geraldine_hamilton_body_parts_on_a_chip?language=zh-tw,人體器官晶片,0
638,Toby Eccles,Dec 2013,https://www.ted.com/talks/toby_eccles_invest_in_social_change?language=zh-tw,投資社會變革,0
639,David Steindl-Rast,Nov 2013,https://www.ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful?language=zh-tw,想快樂？感謝吧！,0
640,Suzana Herculano-Houzel,Nov 2013,https://www.ted.com/talks/suzana_herculano_houzel_what_is_so_special_about_the_human_brain?language=zh-tw,人腦有何特別之處?,0
641,Jared Diamond,Nov 2013,https://www.ted.com/talks/jared_diamond_how_societies_can_grow_old_better?language=zh-tw,當社會結構老化的同時，要如何變得更好?,0
642,Peter Doolittle,Nov 2013,https://www.ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world?language=zh-tw,你的“工作記憶”如何理解世界,0
643,Andreas Raptopoulos,Nov 2013,https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that?language=zh-tw,沒有道路？我們有無人機,0
644,Henry Evans,Nov 2013,https://www.ted.com/talks/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity?language=zh-tw,人道化的機器人,0
645,Greg Asner,Nov 2013,https://www.ted.com/talks/greg_asner_ecology_from_the_air?language=zh-tw,空中所見的生態環境,0
646,Lian Pin Koh,Nov 2013,https://www.ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation?language=zh-tw,無人機鳥瞰保育工作,0
647,Jane McGonigal,Nov 2013,https://www.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling?language=zh-tw,超級多人的...拇指摔角？,0
648,Stefan Larsson,Nov 2013,https://www.ted.com/talks/stefan_larsson_what_doctors_can_learn_from_each_other?language=zh-tw,醫生互相學習的好處,0
649,Mohamed Ali,Nov 2013,https://www.ted.com/talks/mohamed_ali_the_link_between_unemployment_and_terrorism?language=zh-tw,失業與恐怖主義之間的關係,0
650,Chris Downey,Nov 2013,https://www.ted.com/talks/chris_downey_design_with_the_blind_in_mind?language=zh-tw,不忘盲人的好設計,0
651,Dambisa Moyo,Nov 2013,https://www.ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies?language=zh-tw,中國是新興經濟體的榜樣嗎?,0
652,Arthur Benjamin,Nov 2013,https://www.ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers?language=zh-tw,費波那西數列的魔力,0
653,Mikko Hypponen,Nov 2013,https://www.ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act?language=zh-tw,美國國家安全局如何背叛了世界的信任——行動起來,0
654,Grégoire Courtine,Nov 2013,https://www.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked?language=zh-tw,行走的癱瘓老鼠,0
655,Robin Nagle,Nov 2013,https://www.ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash?language=zh-tw,紐約垃圾帶給我的啟示,0
656,Rodrigo Canales,Nov 2013,https://www.ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels?language=zh-tw,毒販致命的天才,0
657,Dong Woo Jang,Nov 2013,https://www.ted.com/talks/dong_woo_jang_the_art_of_bow_making?language=zh-tw,製弓的藝術,0
658,Holly Morris,Oct 2013,https://www.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home?language=zh-tw,為什麼留在車諾比？因為那是家,0
659,Abha Dawesar,Oct 2013,https://www.ted.com/talks/abha_dawesar_life_in_the_digital_now?language=zh-tw,"生活在""數位現在式""裡",0
660,Mohamed Hijri,Oct 2013,https://www.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis?language=zh-tw,解決磷危機的簡單方法,0
661,Mariana Mazzucato,Oct 2013,https://www.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator?language=zh-tw,政府－投資者、冒險家、創新家,0
662,Xavier Vilalta,Oct 2013,https://www.ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community?language=zh-tw,社區中的建築,0
663,Gian Giudice,Oct 2013,https://www.ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge?language=zh-tw,為何宇宙懸於刀鋒,0
664,Parul Sehgal,Oct 2013,https://www.ted.com/talks/parul_sehgal_an_ode_to_envy?language=zh-tw,歌頌嫉妒,0
665,Charles Robertson,Oct 2013,https://www.ted.com/talks/charles_robertson_africa_s_next_boom?language=zh-tw,非洲下個階段的繁榮,0
666,Steve Howard,Oct 2013,https://www.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability?language=zh-tw,讓我們全力投注於永續產品吧,0
667,Hetain Patel and Yuyu Rau,Oct 2013,https://www.ted.com/talks/hetain_patel_who_am_i_think_again?language=zh-tw,我是誰？再想想,0
668,Alessandro Acquisti,Oct 2013,https://www.ted.com/talks/alessandro_acquisti_why_privacy_matters?language=zh-tw,隱私權為什麼重要?,0
669,Iwan Baan,Oct 2013,https://www.ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places?language=zh-tw,意想不到之處的巧妙家園,0
670,Amanda Bennett,Oct 2013,https://www.ted.com/talks/amanda_bennett_a_heroic_narrative_for_letting_go?language=zh-tw,我們需要英雄般的死亡故事,0
671,Jeff Speck,Oct 2013,https://www.ted.com/talks/jeff_speck_the_walkable_city?language=zh-tw,適宜步行的城市,0
672,Andrew Fitzgerald,Oct 2013,https://www.ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction?language=zh-tw,推特小說的創新之旅,0
673,Gary Slutkin,Oct 2013,https://www.ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease?language=zh-tw,像治療傳染病那樣處理暴力事件,0
674,Trita Parsi,Oct 2013,https://www.ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible?language=zh-tw,伊朗和以色列：和平的契機,0
675,Janette Sadik-Khan,Oct 2013,https://www.ted.com/talks/janette_sadik_khan_new_york_s_streets_not_so_mean_any_more?language=zh-tw,煥然一新的紐約街道,0
676,Michael Sandel,Oct 2013,https://www.ted.com/talks/michael_sandel_why_we_shouldn_t_trust_markets_with_our_civic_life?language=zh-tw,在公民生活範疇內，我們為什麼不該相信市場力量,0
677,Michael Porter,Oct 2013,https://www.ted.com/talks/michael_porter_why_business_can_be_good_at_solving_social_problems?language=zh-tw,為何企業能更好地解決社會問題？,0
678,Jason Pontin,Oct 2013,https://www.ted.com/talks/jason_pontin_can_technology_solve_our_big_problems?language=zh-tw,科技真能解決大問題?,0
679,Fabian Oefner,Oct 2013,https://www.ted.com/talks/fabian_oefner_psychedelic_science?language=zh-tw,迷幻科學,0
680,Amy Webb,Oct 2013,https://www.ted.com/talks/amy_webb_how_i_hacked_online_dating?language=zh-tw,我如何破解網路交友,0
681,Kelli Swazey,Oct 2013,https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death?language=zh-tw,超越死亡的生命,0
682,Malcolm Gladwell,Sep 2013,https://www.ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath?language=zh-tw,大衛與歌利亞 - 你從未聽聞過的軼事,0
683,Kevin Breel,Sep 2013,https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic?language=zh-tw,喜劇演員的憂鬱告白,0
684,James Flynn,Sep 2013,https://www.ted.com/talks/james_flynn_why_our_iq_levels_are_higher_than_our_grandparents?language=zh-tw,為什麼我們的智商測驗分數高過祖先？,0
685,Onora O'Neill,Sep 2013,https://www.ted.com/talks/onora_o_neill_what_we_don_t_understand_about_trust?language=zh-tw,關於信任的迷思,0
686,Stuart Firestein,Sep 2013,https://www.ted.com/talks/stuart_firestein_the_pursuit_of_ignorance?language=zh-tw,對無知的追求,0
687,Elizabeth Loftus,Sep 2013,https://www.ted.com/talks/elizabeth_loftus_the_fiction_of_memory?language=zh-tw,虛構的記憶,0
688,Benjamin Barber,Sep 2013,https://www.ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world?language=zh-tw,爲什麽市長們應該管理這世界,0
689,Andras Forgacs,Sep 2013,https://www.ted.com/talks/andras_forgacs_leather_and_meat_without_killing_animals?language=zh-tw,皮革與肉不殺生而可得,0
690,Eric Berlow and Sean Gourley,Sep 2013,https://www.ted.com/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading?language=zh-tw,繪出值得宣揚的想法地圖,0
691,Marla Spivak,Sep 2013,https://www.ted.com/talks/marla_spivak_why_bees_are_disappearing?language=zh-tw,為什麼蜜蜂不見了?,0
692,James Lyne,Sep 2013,https://www.ted.com/talks/james_lyne_everyday_cybercrime_and_what_you_can_do_about_it?language=zh-tw,網路犯罪無所不在 ── 我們該如何因應,0
693,Apollo Robbins,Sep 2013,https://www.ted.com/talks/apollo_robbins_the_art_of_misdirection?language=zh-tw,轉移注意力的藝術,0
694,Sonia Shah,Sep 2013,https://www.ted.com/talks/sonia_shah_3_reasons_we_still_haven_t_gotten_rid_of_malaria?language=zh-tw,我們無法根除瘧疾的三大原因,0
695,Ron McCallum,Sep 2013,https://www.ted.com/talks/ron_mccallum_how_technology_allowed_me_to_read?language=zh-tw,讓我能閱讀書本的科技魔法,0
696,Jake Barton,Sep 2013,https://www.ted.com/talks/jake_barton_the_museum_of_you?language=zh-tw,“你”博物館,0
697,George Monbiot,Sep 2013,https://www.ted.com/talks/george_monbiot_for_more_wonder_rewild_the_world?language=zh-tw,野化奇跡 生生不息,0
698,Alexa Meade,Sep 2013,https://www.ted.com/talks/alexa_meade?language=zh-tw,你的身體我的畫布,0
699,Chrystia Freeland,Sep 2013,https://www.ted.com/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich?language=zh-tw,全球新富豪之崛起,0
700,Kelly McGonigal,Sep 2013,https://www.ted.com/talks/kelly_mcgonigal_how_to_make_stress_your_friend?language=zh-tw,如何讓壓力成為你的朋友,0
701,Adam Spencer,Sep 2013,https://www.ted.com/talks/adam_spencer_why_i_fell_in_love_with_monster_prime_numbers?language=zh-tw,我為何愛上龐大的質數,0
702,May El-Khalil ,Aug 2013,https://www.ted.com/talks/may_el_khalil_making_peace_is_a_marathon?language=zh-tw,追尋和平是一場馬拉松,0
703,Steve Ramirez and Xu Liu,Aug 2013,https://www.ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory?language=zh-tw,老鼠、雷射光和被操縱的記憶,0
704,Russell Foster,Aug 2013,https://www.ted.com/talks/russell_foster_why_do_we_sleep?language=zh-tw,我們為什麼需要睡眠？,0
705,Shigeru Ban,Aug 2013,https://www.ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper?language=zh-tw,紙做的應急避難所,0
706,Margaret Heffernan,Aug 2013,https://www.ted.com/talks/margaret_heffernan_the_dangers_of_willful_blindness?language=zh-tw,“刻意無視”的危險,0
707,Derek Paravicini and Adam Ockelford,Aug 2013,https://www.ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius?language=zh-tw,鋼琴界天才,0
708,Eleanor Longden,Aug 2013,https://www.ted.com/talks/eleanor_longden_the_voices_in_my_head?language=zh-tw,在我頭腦中的各種聲音,0
709,Saki Mafundikwa,Aug 2013,https://www.ted.com/talks/saki_mafundikwa_ingenuity_and_elegance_in_ancient_african_alphabets?language=zh-tw,古非洲文字的智慧與優雅,0
710,Jinsop Lee,Aug 2013,https://www.ted.com/talks/jinsop_lee_design_for_all_5_senses?language=zh-tw,五感設計,0
711,Daniel H. Cohen,Aug 2013,https://www.ted.com/talks/daniel_h_cohen_for_argument_s_sake?language=zh-tw,辯論的目的,0
712,Beardyman,Aug 2013,https://www.ted.com/talks/beardyman_the_polyphonic_me?language=zh-tw,我的多調人聲,0
713,Peter van Manen,Aug 2013,https://www.ted.com/talks/peter_van_manen_how_can_formula_1_racing_help_babies?language=zh-tw,一級方程式賽車如何幫助寶寶的病情？,0
714,Julie Taymor,Jul 2013,https://www.ted.com/talks/julie_taymor_spider_man_the_lion_king_and_life_on_the_creative_edge?language=zh-tw,蜘蛛人、獅子王與在危險邊緣上的創作生涯,0
715,Eli Beer,Jul 2013,https://www.ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle?language=zh-tw,最快的救護車？——救護摩托,0
716,Bastian Schaefer,Jul 2013,https://www.ted.com/talks/bastian_schaefer_a_3d_printed_jumbo_jet?language=zh-tw,3D 列印的巨型客機？,0
717,Tania Luna,Jul 2013,https://www.ted.com/talks/tania_luna_how_a_penny_made_me_feel_like_a_millionaire?language=zh-tw,一分錢如何讓我自覺像富翁,0
718,Paul Kemp-Robertson,Jul 2013,https://www.ted.com/talks/paul_kemp_robertson_bitcoin_sweat_tide_meet_the_future_of_branded_currency?language=zh-tw,比特幣、汗水、汰漬：品牌貨幣的未來,0
719,Roberto D'Angelo + Francesca Fedeli,Jul 2013,https://www.ted.com/talks/roberto_d_angelo_francesca_fedeli_in_our_baby_s_illness_a_life_lesson?language=zh-tw,從我們孩子疾病中所學到的生命課題,0
720,Kate Stone,Jul 2013,https://www.ted.com/talks/kate_stone_dj_decks_made_of_paper?language=zh-tw,這DJ台是...紙做的！,0
721,John Searle,Jul 2013,https://www.ted.com/talks/john_searle_our_shared_condition_consciousness?language=zh-tw,我們共有的狀態：意識,0
722,Tom Thum,Jul 2013,https://www.ted.com/talks/tom_thum_the_orchestra_in_my_mouth?language=zh-tw,口中的管弦樂隊,0
723,Miranda Wang and Jeanny Yao,Jul 2013,https://www.ted.com/talks/two_young_scientists_break_down_plastics_with_bacteria?language=zh-tw,兩位少年科學家用細菌分解了塑料,0
724,Pico Iyer,Jul 2013,https://www.ted.com/talks/pico_iyer_where_is_home?language=zh-tw,家在何方？,0
725,Gavin Pretor-Pinney,Jul 2013,https://www.ted.com/talks/gavin_pretor_pinney_cloudy_with_a_chance_of_joy?language=zh-tw,多雲偶爾跟快樂在一起,0
726,Bernie Krause,Jul 2013,https://www.ted.com/talks/bernie_krause_the_voice_of_the_natural_world?language=zh-tw,大自然的聲音,0
727,Al Vernacchio,Jul 2013,https://www.ted.com/talks/al_vernacchio_sex_needs_a_new_metaphor_here_s_one?language=zh-tw,「性」需要一種全新的象徵法，這裡就有一個例子...,0
728,Jack Andraka,Jul 2013,https://www.ted.com/talks/jack_andraka_a_promising_test_for_pancreatic_cancer_from_a_teenager?language=zh-tw,由一位青少年發現的胰臟癌檢測新方法,0
729,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",Jul 2013,https://www.ted.com/talks/the_interspecies_internet_an_idea_in_progress?language=zh-tw,跨物種網絡？一個醞釀中的新點子,0
730,Michael Green,Jul 2013,https://www.ted.com/talks/michael_green_why_we_should_build_wooden_skyscrapers?language=zh-tw,為什麼我們應該建木造高樓,0
731,Charmian Gooch,Jul 2013,https://www.ted.com/talks/charmian_gooch_meet_global_corruption_s_hidden_players?language=zh-tw,認識世界級貪腐的幕後黑手,0
732,Sleepy Man Banjo Boys,Jul 2013,https://www.ted.com/talks/sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey?language=zh-tw,精湛的蘭草技藝來自……新澤西？,0
733,Jinha Lee,Jul 2013,https://www.ted.com/talks/jinha_lee_a_tool_that_lets_you_touch_pixels?language=zh-tw,用手進到電腦中擷取畫素,0
734,Joel Selanikio,Jul 2013,https://www.ted.com/talks/joel_selanikio_the_surprising_seeds_of_a_big_data_revolution_in_healthcare?language=zh-tw,意外的醫療保健大數據革新的開端,0
735,Eric X. Li,Jul 2013,https://www.ted.com/talks/eric_x_li_a_tale_of_two_political_systems?language=zh-tw,「雙政記」,0
736,Rodney Brooks,Jun 2013,https://www.ted.com/talks/rodney_brooks_why_we_will_rely_on_robots?language=zh-tw,為什麼我們將依靠機器人,0
737,Michael Archer,Jun 2013,https://www.ted.com/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger?language=zh-tw,我們如何重現胃育溪蟾和塔斯馬尼亞虎的風采,0
738,Bob Mankoff,Jun 2013,https://www.ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon?language=zh-tw,剖析紐約客雜誌的漫畫,0
739,Peter Attia,Jun 2013,https://www.ted.com/talks/peter_attia_what_if_we_re_wrong_about_diabetes?language=zh-tw,會不會我們對糖尿病有錯誤的觀念？,0
740,Lesley Hazleton,Jun 2013,https://www.ted.com/talks/lesley_hazleton_the_doubt_essential_to_faith?language=zh-tw,懷疑是信仰的必要部分　,0
741,Camille Seaman,Jun 2013,https://www.ted.com/talks/camille_seaman_photos_from_a_storm_chaser?language=zh-tw,追風者的照片,0
742,Paul Pholeros,Jun 2013,https://www.ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes?language=zh-tw,如何減少貧窮？修房屋,0
743,Joseph Kim,Jun 2013,https://www.ted.com/talks/joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained?language=zh-tw,Joseph Kim: 我在北韓失去的家庭。和我得到的另一個家庭。,0
744,Juliana Rotich,Jun 2013,https://www.ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa?language=zh-tw,向大家介紹 BRCK， 為非洲打造的網路連接科技,0
745,Didier Sornette,Jun 2013,https://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis?language=zh-tw,我們該如何預測下一場金融浩劫?,0
746,Manal al-Sharif,Jun 2013,https://www.ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive?language=zh-tw,一個勇於開車上街的阿拉伯婦女,0
747,Daniel Suarez,Jun 2013,https://www.ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot?language=zh-tw,機器不該擁有致命決策的權力,0
748,George Papandreou,Jun 2013,https://www.ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders?language=zh-tw,想像歐洲民主無國界,0
749,Raffaello D'Andrea,Jun 2013,https://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters?language=zh-tw,拉菲羅安德烈 (Raffaello D'Andrea): 四軸飛行器驚人的運動能力,0
750,Andrew McAfee,Jun 2013,https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like?language=zh-tw,未來的工作是什麼樣子？,0
751,Martin Villeneuve,Jun 2013,https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film?language=zh-tw,如何製作一部做不出來的電影？,0
752,Denise Herzing,Jun 2013,https://www.ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins?language=zh-tw,丹尼斯．赫岑 (Denise Herzing) - 人類可以說海豚語嗎？,0
753,Anas Aremeyaw Anas,Jun 2013,https://www.ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed?language=zh-tw,我是如何指名道姓、使人蒙羞、送人坐牢,0
754,Alex Laskey,Jun 2013,https://www.ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill?language=zh-tw,行為科學如何減少你的能源支出,0
755,Andrew Solomon,Jun 2013,https://www.ted.com/talks/andrew_solomon_love_no_matter_what?language=zh-tw,愛，沒有條件,0
756,Lisa Bu,May 2013,https://www.ted.com/talks/lisa_bu_how_books_can_open_your_mind?language=zh-tw,書籍如何成為心靈解藥,0
757,Hendrik Poinar,May 2013,https://www.ted.com/talks/hendrik_poinar_bring_back_the_woolly_mammoth?language=zh-tw,把長毛象復活吧!,0
758,Jackson Katz,May 2013,https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue?language=zh-tw,對婦女施暴——是男人的問題,0
759,Paola Antonelli,May 2013,https://www.ted.com/talks/paola_antonelli_why_i_brought_pacman_to_moma?language=zh-tw,我為什麼把《吃豆人》帶到紐約現代藝術博物館,0
760,Ji-Hae Park,May 2013,https://www.ted.com/talks/ji_hae_park_the_violin_and_my_dark_night_of_the_soul?language=zh-tw,Ji-Hae Park：小提琴和我靈魂的黑夜,0
761,Alastair Parvin,May 2013,https://www.ted.com/talks/alastair_parvin_architecture_for_the_people_by_the_people?language=zh-tw,為人們而設計、人們所管理的建築,0
762,Judy MacDonald Johnston,May 2013,https://www.ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life?language=zh-tw,茱蒂麥克唐納強斯頓 (Judy MacDonald Johnston): 規劃美好臨終生活,0
763,Phil Hansen,May 2013,https://www.ted.com/talks/phil_hansen_embrace_the_shake?language=zh-tw,菲爾韓森 (Phil Hansen): 擁抱顫抖,0
764,Peter Singer,May 2013,https://www.ted.com/talks/peter_singer_the_why_and_how_of_effective_altruism?language=zh-tw,彼得．辛格 (Peter Singer)：為何與如何成為有效的利他主義者,0
765,Sergey Brin,May 2013,https://www.ted.com/talks/sergey_brin_why_google_glass?language=zh-tw,謝爾蓋•布林：為什麼要谷歌眼鏡？,0
766,Jay Silver,May 2013,https://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard?language=zh-tw,把香蕉變成鍵盤！,0
767,Liu Bolin,May 2013,https://www.ted.com/talks/liu_bolin_the_invisible_man?language=zh-tw,劉勃麟: 隱形人,0
